id,first_author,year,title,emc_category_code,emc_category,ai_category_code,ai_category,ai_technique,is_review,core_claim,results,limitations,source_file
270,Hillebrecht et al.,2024,Generation and Application of a Very Large Dataset for Signal Integrity Via Array and Link Analysis,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN + GPR over a large dataset,False,"Presents the largest SI-analysis dataset to date (approximately 15,000 variants of PCB material and geometry across three via-array-and-trace cases, up to 60 GHz), generated by a physics-based model, and demonstrates its usability for multi-purpose ML analyses without a fixed via pattern.","Over 15,000 PCB configurations (more than 450 GB of network parameters) were generated and made available in the SI/PI-Database; GP and ANN models predicting network parameter features are fitted to the data, and the dependence of PCB parameters on the PCI Gen 6 clock rate is analyzed.","Not stated explicitly: the data originate exclusively from physics-based simulations (without measurements), and the random placement of signal, power, and ground vias does not correspond to common SI design practice for via arrays.",old/276 - Generation and Application of a Very Large Dataset for Signal Integrity Via Array and Link Analysis.pdf
365,John et al.,2024,AI Workbench - Conceptual Workflow to Develop AI Models for SI/PI-Applications in PCB Development,D,Signal and power integrity (SI/PI),4,Reinforcement learning,RL (Advantage Actor Critic/A2C) for decap placement + ANN for SI parameter prediction,False,"The article presents the concept of an ""AI Workbench"" - a systematic workflow for developing AI/ML models (ANN, RL) for SI/PI applications in PCB design, demonstrated on examples of SI parameter prediction and RL-agent-based optimization of decap placement for a PDN.","An RL agent (Advantage Actor Critic) found the optimal placement of three decaps (from a range of 2.2 nF to 100 nF at 16 positions) meeting the target PDN impedance, with the proposed solution remaining valid even under changes in board geometry and IC position.","Not stated explicitly: this is a conceptual workflow verified on only two limited example scenarios, without systematic comparison to other optimization approaches and without validation on larger-scale industrial designs.",old/84 - AI Workbench - Conceptual Workflow to Develop AI Models for SIPI-Applications in PCB Development.pdf
182,Nezhi et al.,2024,Dimensional Reduction by Auto-Encoders in Machine Learning Based Power Integrity Analysis,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,"1D convolutional autoencoder (AE) for dimensionality reduction + ANN surrogate model, SHAP for interpretability",False,"The authors propose a framework combining a one-dimensional convolutional autoencoder (1D-CAE) for dimensionality reduction of the printed circuit board (PCB) design space with a downstream artificial neural network (ANN) for fast prediction of port-to-port impedances in power delivery network (PDN) analysis, including interpretation of parameter influence using SHAP values.","The trained autoencoder achieved a mean squared error (MSE) of 0.0198 in reconstructing impedance responses, outperforming the reference vector fitting method, which had an MSE of 0.202; the downstream ANN operating on the latent space enables fast prediction of the Z11, Z12, and Z22 impedances for PDN optimization.","The authors report slight overfitting of the network on the training data relative to the validation data, and the need for more extensive hyperparameter tuning instead of manual setting.",old/198 - Dimensional Reduction by Auto-Encoders in Machine Learning Based Power Integrity Analysis.pdf
279,Schierholz et al.,2024,PCB based Power Delivery Network Analysis Using Transfer Learning and Artificial Neural Networks,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,ANN + transfer learning,False,"Transfer learning combined with an ANN enables pretraining the model on existing SI/PI database data and then predicting the board resonant frequency using a small number of samples from a new problem, thereby reducing the need to generate new data for PCB PI analysis.","Over 30,000 EM simulations of five PCB cases were evaluated; with fewer than 50 training samples for a new case, TL reduces the error by about 2x; lbfgs outperforms adam for small datasets, and limiting fine-tuning to 5 iterations (5-shot) prevents overfitting.",The authors observe overfitting with a very small number of samples and longer fine-tuning (100-shot); the benefit of transfer learning appears only when fewer than approximately 50 samples of the new problem are available.,old/284 - PCB Based Power Delivery Network Analysis Using Transfer Learning and Artificial Neural Networks.pdf
278,Hernandez-Bonilla et al.,2025,Data-Driven Prediction of Temperature-Dependent Dielectric and Conductive Parameters Based On Differential Stripline Characteristics,D,Signal and power integrity (SI/PI),1,Neural networks and deep learning,1D-CNN,False,A 1D-CNN trained on simulated modal propagation constants and characteristic impedances of a differential stripline (up to 25 GHz) can predict temperature-dependent parameters of the dielectric (wideband Debye) and conductor (cannonball Huray) material models for 25-125 °C.,"Normalized RMSE below 5% for all three parameters (ε∞ 3.14%, Δε 2.17%, Rz 1.55%) on 1000 samples; validation outside the training space gives errors of 0.5-4%, except for very low roughness Rz < 1 µm (error approximately 40%).","The authors acknowledge a high Rz prediction error for very smooth copper foils (<1 µm) due to sparse training-data coverage of this region; however, the effect on the resulting attenuation is practically negligible.",old/283 - Data-Driven Prediction of Temperature-Dependent Dielectric and Conductive Parameters Based on Differential Stripline Characteristics.pdf
277,Hillebrecht et al.,2025,Unified Pre-Processing Steps Reducing the PCB Design Space to Enable ML Applications for Signal and Power Integrity Analysis,D,Signal and power integrity (SI/PI),2,Classical machine learning,HDBSCAN clustering (+ Delaunay triangulation),False,"Unified preprocessing steps and PCB design space analysis (splitting into SI and PI domains, removing redundancies, and normalizing the representation) enable reduction of the design space and standardization of data for ML applications in SI/PI.",Reduction of internal ground layers is valid for PI but fails for SI above 25 GHz; using PML conditions instead of PMC shortens the simulation from 7 h to 25 s; HDBSCAN clustering combined with Delaunay triangulation robustly identifies via arrays and their pitch even for irregular patterns.,"The authors state that a significant portion of SI parameters (via constellations, via stubs, and pads) was not covered, and that design space reduction cannot be summarized into a generally applicable formula; further investigation is needed.",old/282 - Unified Pre-Processing Steps Reducing the PCB Design Space to Enable ML Applications for Signal and Power Integrity Analysis.pdf
274,Kaboli et al.,2019,Prediction of Metallic Conductor Voltage Owing to Electromagnetic Coupling Via a Hybrid ANFIS and Backtracking Search Algorithm,E,"System-level EMC, immunity and exposure",5,Metaheuristics and Bayesian optimization,ANFIS + backtracking search algorithm (BSA),False,"A hybrid ANFIS model, whose training is optimized by the backtracking search algorithm (BSA), can accurately and reliably predict the voltage induced by electromagnetic coupling from an HV line onto parallel metal pipelines (both mitigated and unmitigated), for the design of a mitigation system per IEEE Std 80.","Predictions were validated using datasets from the CDEGS software; the hybrid ANFIS-BSA achieves higher accuracy than ANN, SVR, and ANFIS optimized by other well-known optimization algorithms, under changes in system parameters.","Not stated explicitly: validation is performed only against CDEGS simulations without field measurements, and for specific configurations of the shared line-pipeline corridor.",old/28 - Prediction of Metallic Conductor Voltage Owing to Electromagnetic Coupling Via a Hybrid ANFIS and Backtracking Search Algorithm.pdf
250,Shi et al.,2019,Intelligent Electromagnetic Compatibility Management of Cell Phones by Using Knowledge Graphs,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,Knowledge graph (Neo4j) + LSTM + MLP + Word2vec,False,"The paper claims that combining a knowledge graph of interfering and sensitive components on a mobile phone PCB with machine learning methods (LSTM, MLP, Word2vec) enables, for the first time, the automated generation of EMC management reports from interactive query sessions.","Entity extraction accuracy reached 75.6% and the F1 score reached 70.9%; two validation experiments demonstrated the feasibility of the method for evaluating EMC coupling between components on the phone PCB (e.g., evaluating interference between traces using triple functions).","The authors state that the knowledge graph is currently limited to mobile phones and needs to be extended with additional entities, relationships, and EMC rules for other electronic products; for practical deployment, they are preparing automated entity extraction from CAD files.",old/258 - Intelligent Electromagnetic Compatibility Management of Cell Phones by Using Knowledge Graphs.pdf
240,Zheng et al.,2020,Prediction of MRI RF Exposure for Implantable Plate Devices Using Artificial Neural Network,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,ANN with feature selection via the MIV method and optimization of initial weights using a genetic algorithm (GA),False,"The authors propose a synthesizing framework combining an ANN with the mean impact value (MIV) algorithm for feature selection and a genetic algorithm (GA) for optimizing the network's initial weights and thresholds, for fast prediction of the peak 1g-averaged SAR of multi-configuration implantable plate devices in the MRI environment.","Compared to the unmodified ANN, the mean squared error (MSE) of the SAR1g prediction was reduced by 28.06% when using the MIV algorithm and by 55.29% for the complete synthesizing framework; the resulting MSE reached 8.16 W²/kg², and the correlation between the predicted and calculated SAR1g was 0.994 across 576 implant samples.","The authors state that the approach has so far been validated on simplified plate implants, and they plan to expand the number and types of training samples, extract more general features for various implants, and account for additional factors affecting RF heating (device position, orientation, RF coil type).",old/249 - Prediction of MRI RF Exposure for Implantable Plate Devices Using Artificial Neural Network.pdf
212,Alihodzic et al.,2021,Electric and Magnetic Field Estimation Under Overhead Transmission Lines Using Artificial Neural Networks,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,Feedforward ANN (trained using the scaled conjugate gradient method),False,"Two feedforward neural networks estimate the electric field intensity and magnetic flux density in the vicinity of high-voltage overhead power lines as a fast substitute for analytical methods (CSM, Biot-Savart law) for exposure assessment.","The ANN estimates closely match the results of the charge simulation method (CSM) and the Biot-Savart method, as well as real measurements on two 400 kV lines, for various line configurations, voltages, and currents.",The networks are trained for fixed voltage and current values; other values require additional output scaling. Validation is limited to specific line configurations and two real measurements.,old/223 - Electric and Magnetic Field Estimation Under Overhead Transmission Lines Using Artificial Neural Networks.pdf
370,Shi et al.,2021,Intelligent Electromagnetic Compatibility Diagnosis and Management With Collective Knowledge Graphs and Machine Learning,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,LSTM for entity extraction from text + decision trees for multi-entity extraction + knowledge graph,False,"The authors propose a method for intelligent EMC diagnostics and management based on a ""collective knowledge graph"" (rule/maxterm/basic unit/entity layers) combined with LSTM for entity extraction from interactive user queries, enabling rapid EMC analysis on the order of seconds instead of traditional simulation.","The method improved computational efficiency by 3x, reduced relationship storage requirements by 76% and node-attribute storage by 60.7%, increased entity identification accuracy from 77.7% to 99.5%, and reduced the number of interactive query rounds needed from six to four (a 33.3% improvement) compared to a fully connected knowledge graph.","The authors state that users must themselves understand and gather the required information before answering the system's queries, which can be difficult; in the future, they plan automatic acquisition of EMC properties directly from EDA/CAD files.",old/89 - Intelligent Electromagnetic Compatibility Diagnosis and Management With Collective Knowledge Graphs and Machine Learning.pdf
379,Zhang et al.,2021,Automatic AI-Driven Design of Mutual Coupling Reducing Topologies for Frequency Reconfigurable Antenna Arrays,E,"System-level EMC, immunity and exposure",5,Metaheuristics and Bayesian optimization,"PSADEA (Gaussian process surrogate model + surrogate-model-assisted differential evolution, with reinforcement learning for adaptive operator selection)",False,"The authors propose an automatic AI-driven procedure (PSADEA - surrogate-model-assisted differential evolution) for designing the topology of a parasitic isolator that reduces mutual coupling in a frequency-reconfigurable antenna array, claiming that the approach is general and transferable to other array configurations.",Mutual coupling between array elements was reduced by 8 dB in the higher band and 7 dB in the lower band; a prototype was fabricated and measurements agree well with simulations; the total automatic design time was approximately 61.4 hours.,"Not stated explicitly: the method was verified only on two-element arrays (a ZOR-based array and a frequency-reconfigurable array); generality for more complex or multi-element antenna topologies was not experimentally confirmed, and the design process remains computationally demanding (tens of hours).",old/97 - Automatic AI-Driven Design of Mutual Coupling Reducing Topologies for Frequency Reconfigurable Antenna Arrays.pdf
369,Zheng et al.,2021,New Development of Electromagnetic Compatibility in the Future: Cognitive Electromagnetic Environment Adaptation,E,"System-level EMC, immunity and exposure",4,Reinforcement learning,Conceptual adaptive/RL-like agent learning for interference recognition and suppression (without specific implementation),False,"The authors propose the concept of ""Cognitive Electromagnetic Environment Adaptation"" (CEEA), which introduces AI learning into adaptive interference suppression (adaptive notch filter) for RF/electronic devices, inspired by cognitive radio and cognitive EMC (CEMC).",This is a conceptual/visionary article without experimental implementation or numerical results; only the principal framework of CEEA operation and its derivation from cognitive radio are described.,Not stated explicitly: the CEEA concept has not yet been implemented or verified in real engineering deployment; the authors describe it as a new proposal requiring future development.,old/88 - New Development of Electromagnetic Compatibility in the Future Cognitive Electromagnetic Environment Adaptation.pdf
140,Chen et al.,2022,Improving the electromagnetic compatibility of electronic products by using response surface methodology and artificial neural network,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,"ANN + RSM (Taguchi DoE, PCA-GRA)",False,"Combining Taguchi parametric design with principal component grey relational analysis (PCA-GRA), response surface methodology (RSM), and an artificial neural network (ANN) makes it possible to optimize a product's EMC properties (radiated and conducted emissions, immunity to electrical fast transients, EFT) already at an early development stage, thereby reducing the number of design changes as well as cost and development time.","Both methods (RSM and ANN) led to the same optimal set of parameters: 14 grounding screws, chassis ventilation holes of 3 mm arranged at a 45° angle, and a 390 Ω EMI filter at the interference source; the resulting configuration effectively improves the RE, CE, and EFT immunity of the industrial panel PC so that it meets the test standards.",Not stated explicitly: verified only on a single product (industrial panel display computer) with a small experimental design (L9 orthogonal array); generalizability of the optimal parameters to other products is not demonstrated.,old/16 - Improving the electromagnetic compatibility of electronic products by using response surface methodology and artificial neural network.pdf
289,Esmaeili et al.,2023,Physics Inspired Artificial Neural Network Adaptation for SAR Prediction in Bio-EM Problems,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,Physics-inspired pruned feed-forward ANN for regression,False,"The authors claim that physics-inspired pruning of an ANN enables efficient and accurate prediction of SAR in the human head under exposure to an EM wave at 13.56 MHz, owing to the observed near-linear dependence of SAR on tissue material parameters.","The reduced ANN achieves an accuracy of 98-99.8% for eight different head models (versus 96-99.6% for the full ANN) with a substantially lower number of training iterations (e.g., model 8: 1507 vs. 602 iterations).",Not stated explicitly: the study is limited to a narrow range of material parameters (±20%) and a single frequency (13.56 MHz); generalization to other frequencies or exposure scenarios was not verified.,old/293 - Physics Inspired Artificial Neural Network Adaptation for SAR Prediction in Bio-EM Problems.pdf
333,Nematollahi et al.,2023,The Application of the Cholesky-Based Monte Carlo Method to Evaluate Lightning Channel Base Current,E,"System-level EMC, immunity and exposure",5,Metaheuristics and Bayesian optimization,Genetic algorithm (GA) for determining Heidler function parameters + Cholesky decomposition,False,Combining a genetic algorithm with a Cholesky Monte Carlo method enables the fast generation of statistically representative Heidler function lightning current parameters for EMC/immunity analyses of lightning coupling to lines.,"For 1000 different lightning currents, the computation time dropped from approximately 1677 s (direct GA solution) to less than 4 s using the Cholesky approach, while maintaining strong agreement with measured statistical distributions.","Not stated explicitly: the method is validated only on statistical lightning current data, and its limitation is that the accuracy of the generated parameters depends on the quality of the GA optimization used for the training set.",old/55 - The Application of the Cholesky-Based Monte Carlo Method to Evaluate Lightning Channel Base Current.pdf
246,Esmaeili et al.,2024,SAR Prediction for Human Head Models Considering Dependencies on Incident Angle of Exposure Using Parameter Prioritization in ANNs,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,Feed-forward ANN with regression and input parameter prioritization via the permutation importance method,False,"The authors combine input parameter prioritization (permutation importance test) with artificial neural networks for predicting SAR in human head tissues, using a significantly smaller number of input parameters while maintaining high accuracy and better physical interpretability, as a function of the incidence angle of NFC antenna exposure.",Mass-averaged SAR was predicted with accuracy above 90% (R² 0.94-1.00) using up to 70% fewer input parameters (only the 3 most significant instead of 11) across individual tissues with ±20% uncertainty in electrical properties.,"Not stated explicitly: the text does not include a separate limitations section; the scope of the study implies a limitation to two simplified head models and one type of NFC antenna at 13.56 MHz, which limits the general validity of the identified priority parameters.",old/254 -  SAR Prediction for Human Head Models Considering Dependencies on Incident Angle of Exposure Using Parameter Prioritization in ANNs.pdf
271,Esmaeili et al.,2024,Efficient Iterative Data Generation Using Evaluation of Prioritized Input Parameters in ANNs for SAR Prediction in Human Head Models at 13.56 MHz,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,ANN + feature selection (permutation importance),False,"Proposes an efficient iterative data-generation strategy combined with input parameter prioritization (feature selection) in an ANN, which determines a sufficient number of full-wave simulations for reliable ML prediction of mass-averaged SAR in human head models at 13.56 MHz.",The optimal dataset size is approximately 5-10 times the number of input parameters; ML prediction accuracy exceeds 95-98% with input parameters reduced by up to 70% and time and memory savings of about 50-60% (up to 3500 full-wave simulations were used for seven scenarios).,"The authors state that more complex scenarios (exposure misalignment, other frequencies, power levels, polarization, angle of incidence) remain for future work; the study is limited to a single frequency of 13.56 MHz and head models derived from the Visible Human project.",old/277 - Efficient Iterative Data Generation Using Evaluation of Prioritized Input Parameters in ANNs for SAR Prediction in Human Head Models at 13.56 MHz.pdf
305,Hassab et al.,2024,Data-Efficient Prediction of the Specific Absorption Rate in a Human Head Model Exposed to a Plane EM Wave Using Gaussian Process Regression,E,"System-level EMC, immunity and exposure",2,Classical machine learning,Gaussian process regression (GPR) with active sampling,False,"The authors use Gaussian process regression with active sampling to predict SAR in a human head model exposed to a plane EM wave (13.56 MHz) with uncertainty in tissue material parameters, thereby replacing costly full-wave simulations and enabling fast identification of the maximum and worst-case exposure.","The GPR model achieves R2 > 0.95 (with 20 training samples per tissue); finding the SAR maximum using active sampling requires, on average, one-tenth of the samples compared to random sampling (up to 20 iterations vs. 250); prediction takes milliseconds compared to 32 minutes for a full-wave simulation.","Not stated explicitly: the study is limited to a single frequency (13.56 MHz) and a simplified plane-wave irradiation scenario, while a more realistic scenario with a near field from an external implant module is presented as future work.",old/307 - Data-Efficient Prediction of the Specific Absorption Rate in a Human Head Model Exposed to a Plane EM Wave Using Gaussian Process Regression.pdf
363,Liu et al.,2024,Exploration of Electromagnetic Compatibility Principles Course Based on Artificial Intelligence,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,"General AI tools for teaching (personalization, virtual simulation) - no specific algorithm stated in the text",False,"The authors propose a concept for teaching the course Principles of Electromagnetic Compatibility using artificial intelligence (intelligent teaching platforms, virtual simulations, personalized learning paths) to improve students' practical and innovation skills.","This is a conceptual pedagogical proposal without quantitative experimental results; the proposed tools (intelligent teaching platform, virtual simulation software, collaborative tools) are described without measuring their impact on student outcomes.",Not stated explicitly: empirical verification of the proposed teaching concept on a real group of students and specific metrics of its effectiveness are missing.,old/82 - Exploration of Electromagnetic Compatibility Principles Course Based on Artificial Intelligence.pdf
225,Michałowska et al.,2024,Measurement Systems of Electromagnetic Field for Aircraft with the Use of a Machine Learning Model,E,"System-level EMC, immunity and exposure",2,Classical machine learning,"K-Nearest Neighbors (KNN), comparison of 5 ML models",False,"A new low-cost measurement system for the electric field component of the electromagnetic field is calibrated using a machine learning model (best: K-Nearest Neighbors) against a reference meter, with the aim of measuring crew exposure to the electromagnetic field in an aircraft cockpit.","Of the five compared models, the KNN model had the highest accuracy (evaluated using the coefficient of determination, MAE, MSE, RMSE); the calibrated system was tested on five aircraft types (Cessna C172, Aero AT-3 R100, Tecnam P2006T, PZL M28 Bryza, Mi-8 helicopter) against the reference meter NHT3DL.","Not stated explicitly: calibration was performed for a specific generator/chamber (GTEM 1000 with a Teseq ITS6006 generator) and validated on only a limited number of aircraft types, which may limit the general validity of the model.",old/235 - Measurement systems of electromagnetic field for aircraft with the use of a machine learning model.pdf
83,Wu et al.,2024,AI Deep Learning Optimization for Compact Dual-Polarized High-Isolation Antenna Using Backpropagation Algorithm,E,"System-level EMC, immunity and exposure",3,Generative and inverse models,"MIMO-BP inverse neural network (backpropagation, MLP)",False,"An inverse MIMO-BP model (multi-input target characteristics → multi-output dimensional variables) based on a backpropagation network can directly design the dimensions of a compact dual-polarized antenna with high port isolation, faster and with fewer EM simulations than conventional optimization.","The designed antenna achieves a port isolation better than 40 dB in the 3.47–3.58 GHz band and a maximum gain of 4.3 dBi on both ports; the entire design took approximately 22.7 h (400 EM simulations), with a model error of 0.84% (training) and 0.95% (test).","Not stated explicitly: the method is verified only on a single antenna type with a fixed parametrization of 12 dimensions; the model requires ~400 EM simulations for training, and transferability to other structures is not demonstrated.",old/108 - AI Deep Learning Optimization for Compact Dual-Polarized High-Isolation Antenna Using Backpropagation Algorithm.pdf
116,Wu et al.,2024,Machine-Learning-Assisted Optimization for Antenna Geometry Design,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,CNN + Gaussian process regression (GPR) surrogate + binary/real-valued evolutionary optimization (BPSO),False,"The authors propose the MLAO-AGD method, combining CNN and Gaussian process regression (GPR) as surrogate models for fast evolutionary antenna geometry optimization; the method is used, among other things, to design a decoupling structure (DS) that suppresses mutual coupling between elements of a MIMO antenna.","For suppressing mutual coupling between elements of a two-element MIMO antenna, the method, after only 151 EM simulations, improved |S11| to better than -12.27 dB (an increase of 2.36 dB) and |S21| to better than -24.50 dB (an increase of 19.24 dB) compared to a design without a decoupling structure; for a broadband antenna, the method required only 254 simulations versus approximately 50,000 for the classical EGO algorithm.","The method requires an initial database (50 samples), and the CNN/GPR surrogate is trained on a small dataset with limited accuracy outside the trained region; the authors state that optimizing the decoupling-structure geometry inevitably degrades the antennas' impedance matching if their dimensions are fixed in advance, meaning the geometry and parameters must be optimized jointly.",old/138 - Machine-Learning-Assisted Optimization for Antenna Geometry Design.pdf
4,Geng et al.,2025,A Novel Method for Predicting Antenna Port Electromagnetic Susceptibility Under Broadband Interference via Function-Performance Association,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,MTL-PINN (multitask physics-informed neural network),False,"The paper proposes a multitask physics-informed neural network (MTL-PINN) based on linking the functional and performance characteristics of a receiver, which predicts the electromagnetic susceptibility (EMS) of the antenna port under broadband interference and extends the CS105 standard.","At convergence (1600 samples), MTL-PINN achieved an average percentage error (A-MAPE) of 1.89%, compared to 2.75% for PINN and over 35% for the comparison MTL-DNN models; with a small dataset (700 samples) it achieved an A-MAPE of 4.2% versus 11.2% for PINN; on unseen interference types it achieved a generalization A-MAPE of 3.32%, the best among all compared models.","The authors state that future work will focus on improving the model's generalization at low SNR and for complex interference combinations, and on including impulsiveness characteristics and amplitude probability distribution, indicating a current limitation of the model in these scenarios.",A_Novel_Method_for_Predicting_Antenna_Port_Electromagnetic_Susceptibility_Under_Broadband_Interference_via_Function-Performance_Association.pdf
126,Haque et al.,2025,Multiband THz MIMO antenna with regression machine learning techniques for isolation prediction in IoT applications,E,"System-level EMC, immunity and exposure",2,Classical machine learning,Gradient Boosting Regression (best of 5 regression ML models),False,"Regression ML models can accurately predict the isolation (mutual coupling and interference suppression) between elements of a multiband THz MIMO antenna for 6G/IoT, thereby replacing time-consuming full-wave EM simulations when assessing mutual interference immunity.","The best of the five tested models, Gradient Boosting Regression, achieved an MAE of 4.94%, MSE of 6.60%, and RMSE of 4.13%, with isolation-prediction accuracy above 98%; the designed antenna exhibits isolation better than −32/−44/−45 dB in three bands (6.51; 7.48; 8.46 THz), a gain of 13.53 dBi, and an efficiency above 96.5%.","Not stated explicitly: the results are simulation-only (CST/ADS equivalent circuit) without experimental validation of a prototype in the THz band, and the ML models are trained only on simulated data for a specific geometry.",old/147 - Multiband THz MIMO antenna with regression machine learning techniques for isolation prediction in IoT applications.pdf
268,Li et al.,2025,Electromagnetic magnetic compatibility optimization in mobile communication based on machine learning,E,"System-level EMC, immunity and exposure",2,Classical machine learning,SVM + Markov decision process,False,"The paper claims that combining machine learning (SVM prediction of communication behavior and access points, Markov decision process) with an analysis of the EMC measurement system and connectors enables optimal electromagnetic compatibility configuration in 5G mobile communication.",A general measurement model and a hardware optimization configuration model of the EMC measurement system were established; the transmission characteristics of cables with lengths of 0.2-1 m up to 2 GHz (|Sdd21|) and connector selection strategies were analyzed; summary quantitative metrics of EMC improvement are not given.,Not stated explicitly: the link between the ML prediction of communication traffic and the actual EMC optimization is rather conceptual; a quantitative evaluation of the ML contribution to EMC and validation on real devices are lacking.,old/274 - Electromagnetic magnetic compatibility optimization in mobile communication based on machine learning.pdf
62,Liu et al.,2025,Port and radiation pattern decoupled metasurface-loaded patch antenna using deep-learning-assisted optimization for MIMO applications,E,"System-level EMC, immunity and exposure",1,Neural networks and deep learning,ANN (geometry-to-response surrogate model) + PSO (antenna structure optimization),False,"The authors propose a metasurface-loaded patch antenna for MIMO applications that, using deep-learning-assisted optimization (ANN + PSO), simultaneously achieves port decoupling (mutual coupling reduction) and preserves an undistorted radiation pattern for closely spaced antennas.","The isolation between ports of the two-element patch antenna increased from 7.6 dB to 24.3 dB, with an envelope correlation coefficient (ECC) < 0.0005 at a spacing of 0.35λ₀ and a measured relative bandwidth of 8% (4.8-5.2 GHz); the H-plane radiation pattern remained consistent and symmetric for both elements.",Not stated explicitly: the method was verified only on a 1×2 antenna array with a fixed substrate geometry; generalization to larger MIMO arrays and other frequencies was not discussed in the extracted text.,Port_and_Radiation_Pattern_Decoupled_Metasurface-Loaded_Patch_Antenna_Using_Deep-Learning-Assisted_Optimization_for_MIMO_Applications.pdf
