id,first_author,year,title,em_category_code,em_category,ai_category_code,ai_category,ai_technique,is_review,core_claim,results,limitations,source_file
260,Adepoju et al.,2023,Metaheuristic-Based Optimization and Prototype Investigation of Low Frequency Metamaterial for Wireless Power Transfer Application,F3,"Metasurfaces, FSS and absorbers (non-shielding)",5,Metaheuristics and Bayesian optimization,Metaheuristic optimization (Jaya algorithm) of MTM structure parameters,False,"The authors design and experimentally verify a compact low-frequency metamaterial (MTM) structure for wireless power transfer, complemented by a metaheuristic optimization algorithm to lower the resonant frequency at which negative permeability occurs.","Metaheuristic optimization reduced the resonant frequency from a simulated 1.2 MHz to 750 kHz; experimental measurements on a fabricated prototype (VNA Keysight ENA5061) show good agreement with the simulations, validating the accuracy of the optimization procedure.","In the conclusion, the authors state that achieving lower resonant frequencies (preferably 85 kHz) requires developing more advanced optimization algorithms as future work, suggesting that the achieved 750 kHz does not yet meet the target industrial standard.",old/267 - Metaheuristic-Based Optimization and Prototype Investigation of Low Frequency Metamaterial for Wireless Power Transfer Application.pdf
59,Dong et al.,2025,Physics-Informed Reinforcement Learning for Multi-Band Octagonal Fractal Frequency-Selective Surface Optimization,F3,"Metasurfaces, FSS and absorbers (non-shielding)",4,Reinforcement learning,Physics-informed reinforcement learning (PIRL) with direct interaction with CST,False,"Physics-informed reinforcement learning (PIRL), interacting directly with CST, can autonomously design an octagonal fractal FSS with single- and dual-band response more efficiently than classical PSO.","For single-band OF-FSS designs, relative bandwidth errors of 0–6% versus the target were achieved (e.g., 106 MHz vs. a 100 MHz target); for dual-band designs, average errors of 5.8% (1.8 GHz) and 2.4% (3.5 GHz); compared to PSO, PIRL requires an order of magnitude fewer iterations (e.g., 42–169 vs. 430–700 for PSO) at comparable or better accuracy.",The work is purely simulation-based (CST); experimental fabrication and measurement of a prototype were not performed due to time constraints.,Physics-Informed Reinforcement Learning for Multi-Band Octagonal Fractal Frequency-Selective Surface Optimization.pdf
44,Xu et al.,2025,Machine Learning-Based-Inverse Topological Design Method for Active Frequency-Selective Surface (ITDM-AFSS),F3,"Metasurfaces, FSS and absorbers (non-shielding)",3,Generative and inverse models,MLP-mixer for inverse topological design (tandem/inverse network),False,"The authors propose an ML-based inverse topological design method (ITDM-AFSS) using an MLP-mixer architecture, which maps EM responses in the ON/OFF states of a p-i-n diode directly to the pixelated topology of an active frequency-selective surface (AFSS) with a large number of degrees of freedom.","Relative errors between the target and predicted |S11| reach 0.3% (OFF state) and 3.8% (ON state); compared to a binary genetic algorithm (94 GB RAM, over 12 days of computation, errors of 3.2%/8.2%), the proposed method requires only 2.5 h of training, 11.7 GB of GPU memory, and 4.49 GB of RAM.","The authors state that minor differences persist between the predicted and reference structure, caused by the inherent nonuniqueness of inverse modeling.",Machine_Learning-Based-Inverse_Topological_Design_Method_for_Active_Frequency-Selective_Surface_ITDM-AFSS.pdf
2,Zheng et al.,2025,A Machine Learning-Based Inverse Design Method With Hybrid Modeling for Multilayer Frequency-Selective Surface (FSS) Design,F3,"Metasurfaces, FSS and absorbers (non-shielding)",3,Generative and inverse models,Hybrid topological-parametric inverse neural network (IHDM-MLFSS),False,The authors propose an ML-based inverse hybrid design method (IHDM-MLFSS) combining topological and parametric modeling for designing multilayer frequency-selective surfaces (FSS) based on a given |S11| and number of layers.,The method achieves a misfit of 0.5% and 0.4% on two test targets and allows designing FSS even outside the frequency range of the training data; the authors state that it outperforms three other commonly used ML models.,"Not stated explicitly: the text does not specify concrete limitations of the method, except noting that it applies to low-dispersion or dispersion-free materials and structures with up to five layers.",A_Machine_Learning-Based_Inverse_Design_Method_With_Hybrid_Modeling_for_Multilayer_Frequency-Selective_Surface_FSS_Design.pdf
50,Karamzadeh et al.,2026,"Machine Learning for Metamaterial Design: Methods, Challenges, and Future Perspectives",F3,"Metasurfaces, FSS and absorbers (non-shielding)",1,Neural networks and deep learning,"Review: neural networks (forward/inverse modeling), graph models, reinforcement learning (RL), hybrid optimization-learning frameworks for RIS",True,"This review article comprehensively maps ML methodologies for the design of metamaterials and metasurfaces, including forward modeling, inverse design, topology optimization, and control of programmable metasurfaces (RIS), extending to biomedical sensing applications.","This is a qualitative review without a single unified numerical result; it summarizes that neural networks, graph models, reinforcement learning, and hybrid optimization-learning frameworks reduce computational cost and enable adaptive real-time reconfiguration of metasurfaces.","The authors explicitly identify generalization, interpretability, and integration of ML models with electromagnetic solvers as key challenges.",Machine_Learning_for_Metamaterial_Design_Methods_Challenges_and_Future_Perspectives.pdf
66,Li et al.,2026,Robust Forward Surrogates for Free-Form Frequency Selective Surfaces With Uncertainty Quantification by Bayesian Deep Learning,F3,"Metasurfaces, FSS and absorbers (non-shielding)",1,Neural networks and deep learning,Bayesian deep neural network (BNN) with uncertainty quantification,False,"A Bayesian deep surrogate model can predict the EM response of freeform FSS (128×128 binary matrices) while simultaneously quantifying prediction uncertainty, enabling reliable forward design even outside the training distribution.","Not stated explicitly in the available text (abstract/conclusion without specific numerical accuracy metrics); the framework was experimentally validated by fabricating and measuring two FSS prototypes with different predicted uncertainty and demonstrated robustness on parametric and low-dimensional binary structures, oblique incidence, and two-layer FSS.","The authors state that the accuracy of DNN models decreases when the input deviates significantly from the training data distribution, and that DNNs are generally poorly interpretable and unreliable at signaling their own prediction error.",Robust_Forward_Surrogates_for_Free-Form_Frequency_Selective_Surfaces_With_Uncertainty_Quantification_by_Bayesian_Deep_Learning.pdf
43,Rana et al.,2026,Machine learning-based methods for frequency selective surfaces and metasurfaces,F3,"Metasurfaces, FSS and absorbers (non-shielding)",3,Generative and inverse models,"Review: VAE, GAN, DCGAN, transfer learning, VGFE-DNN, hybrid PSO/GA-AI frameworks",True,"This review article comprehensively summarizes ML methods for inverse design of frequency-selective surfaces (FSS) and metasurfaces, including VAE, GAN, DCGAN, transfer learning for phase prediction, and hybrid AI-optimization frameworks (PSO, GA).",This is a qualitative review without a single unified numerical result; the authors state that the described ML algorithms shorten the simulation time for FSS/metasurface design and enable the generation of unconventional structures with improved properties.,"Not stated explicitly: in the available excerpt (introduction and reference list), no specific limitations of the review are given.",Machine learning-based methods for frequency selective surfaces and metasurfaces.pdf
87,Haggenmiller et al.,2019,Non-parametric Error Modeling for Ultra-wideband Localization Networks,F4,"Wave propagation, channels and communication systems",2,Classical machine learning,Nonparametric estimation of the error probability density + MAP optimization (gradient-less),False,Explicit modeling of antenna delay together with nonparametric estimation of the error probability density enables accurate and fast UWB network localization even under non-line-of-sight (NLOS) conditions.,A network of 8 UWB nodes (DecaWave DWM1000) achieved 3 cm RMSE accuracy under LOS conditions and 30 cm RMSE under NLOS conditions; explicit modeling of antenna delay reduced the RMSE from 6.2 cm to 3.0 cm in the best-conditioned LOS scenario; the entire localization process (up to 128 measurements/link) took under one minute.,"The authors state that under high NLOS uncertainty the 8-node system is only marginally fully determined (28 equations, 24 unknowns), so under strongly NLOS conditions the antenna delay cannot be refined beyond its prior value.",old/111 - Non-parametric Error Modeling for Ultra-wideband Localization Networks.pdf
259,Nguyen et al.,2019,Metaheuristic Optimization Techniques for an Electromagnetic Multilayer Radome Design,F4,"Wave propagation, channels and communication systems",5,Metaheuristics and Bayesian optimization,Ant Colony Optimization for continuous domains (ACOR) compared with PSO,False,"The authors propose a method for designing a multilayer electromagnetic radome (C-sandwich) using Ant Colony Optimization for continuous domains (ACOR), maximizing and stabilizing the transmission coefficient over a wide range of incidence angles in the X and Ku bands, and compare it with PSO.","ACOR converges faster than PSO (in the X band, 56.69 s/11 iterations versus 70.18 s/24 iterations; in the Ku band, 64.13 s/12 iterations versus 71.86 s/24 iterations for PSO), with both methods finding practically the same optimal design, and the optimized radome exhibits significantly more stable transmitted power over a wide range of incidence angles than an equivalent homogeneous radome.","Not stated explicitly: the authors do not mention limitations; the design is limited to a specific five-layer C-sandwich configuration and specific frequency bands (X, Ku), and generalization to other configurations was not verified.",old/266 - Metaheuristic Optimization Techniques for an Electromagnetic Multilayer Radome Design.pdf
78,Xiao et al.,2020,AI-based Satellite Ground Communication System with Intelligent Antenna Pointing,F4,"Wave propagation, channels and communication systems",4,Reinforcement learning,FI-GRU (RNN prediction) + II-DRL (Q-learning/DRL) for antenna pointing control,False,Combining a predictive GRU model (FI-GRU) with improved deep reinforcement learning (II-DRL) enables more efficient and faster automatic pointing and tracking of a ground-station satellite antenna than the traditional Auto-Acquire algorithm.,"In experiments, the azimuth fine-tuning time using FI-GRU and II-DRL was not significantly shortened compared to the traditional AA algorithm, but the elevation and polarization fine-tuning times with II-DRL were significantly reduced compared to both AA and FI-GRU (specific percentage values are not given in the text; the comparison is graphical).",Not stated explicitly: the work is validated only on a simulation test platform; the authors do not discuss specific limitations of the method in the conclusion.,old/103 - AI-based Satellite Ground Communication System with Intelligent Antenna Pointing.pdf
90,Komeylian,2021,Optimization Modeling of the Hybrid Antenna Array for the DoA Estimation,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,DNN-RBF vs. LS-SVM DDAG classification for DoA estimation,False,The author compares two optimization methods for direction-of-arrival (DoA) estimation with a hybrid (cylindrical) antenna array — LS-SVM DDAG and DNN-RBF — and argues that the DNN-RBF model overcomes the limitations of conventional (non-data-driven) methods in terms of accuracy and robustness to array imperfections.,"The DNN-RBF model (5 hidden layers, 49 neurons) achieves approximately three orders of magnitude (10^3×) lower MSE — i.e., higher accuracy and robustness — for DoA estimation than the LS-SVM DDAG model; tested at a frequency of 10 GHz.","Not stated explicitly: the authors merely note that the accuracy and robustness of DoA estimation generally remain sensitive to technological imperfections of the antenna array (calibration, mutual coupling, background radiation).",old/114 - Optimization Modeling of the Hybrid Antenna Array for the DoA Estimation.pdf
297,Wei et al.,2021,Adaptive modem and interference suppression based on deep learning,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,Deep autoencoder (DAN) + CNN with transfer learning for interference suppression,False,"The authors propose an adaptive modem based on a deep autoencoder (DAN), supplemented with a single-convolutional-layer CNN for suppressing various types of interference using transfer learning, with the aim of replacing traditional MPSK/QAM modems and improving interference resilience.","The DAN achieves demodulation performance close to, comparable with, or better than traditional MPSK/QAM modulation across modulation orders up to 128-ary; the added CNN module, owing to transfer learning, converges quickly (within a few epochs) and effectively suppresses interference in both the frequency and power domains.","Not stated explicitly: the authors do not directly mention limitations; they propose learning coding/modulation in a hybrid mode and receiver-side synchronization as future work, suggesting that these aspects were not addressed in this work.",old/30 - Adaptive modem and interference suppression based on deep learning.pdf
377,Huang et al.,2022,Artificial Intelligence Enabled Radio Propagation for Communications—Part I: Channel Characterization and Antenna-Channel Optimization,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,"Review of ML methods (NN, deep learning) for channel characterization and antenna-channel optimization",True,"The first part of a two-part review provides a comprehensive overview of machine learning methods for propagation channel characterization and antenna-channel optimization (e.g., beam selection) in 5G/B5G/6G networks.",Not stated explicitly: this is a literature review without the authors' own experiments; the work compares and analyzes a wide range of ML methods used in the cited studies.,"Not stated explicitly: as a review work, it discusses general challenges and future research directions of ML-enabled networks rather than specific limitations of its own method.",old/95 - Artificial Intelligence Enabled Radio Propagation for Communications—Part I Channel Characterization and Antenna-Channel Optimization.pdf
378,Huang et al.,2022,Artificial Intelligence Enabled Radio Propagation for Communications—Part II: Scenario Identification and Channel Modeling,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,"Review of ML methods (RNN/LSTM, classification, clustering) for scenario identification and channel modeling",True,"The second part of the review focuses on ML methods for propagation scenario identification (LoS/NLoS, environment type) and channel modeling/prediction in the time, spatial, and frequency domains.",Not stated explicitly: this is a literature review without the authors' own experiments; it summarizes the results of the cited ML approaches to scenario identification and channel prediction.,"Not stated explicitly: as a review work, it focuses on discussing future challenges of AI/ML processing of channel data rather than the limitations of a specific method of its own.",old/96 - Artificial Intelligence Enabled Radio Propagation for Communications—Part II Scenario Identification and Channel Modeling.pdf
113,Khan et al.,2022,A review on machine learning and deep learning for various antenna design applications,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,"Review of RL, DNN, and CNN techniques for communication and localization applications of antennas (beamforming, channel models, etc.)",True,"A review article summarizes the use of machine and deep learning across communication applications of antennas — millimeter-wave, body-centric communication, the terahertz band, and satellite, UAV, GPS, and textile antennas.","No original quantitative results; it summarizes the results of many cited works (e.g., RL for spatial beam selection in mmWave beamforming, DNN models for channel prediction, NN-DLL for multipath reduction in GPS).","Not stated explicitly: the text does not specify its own limitations, only summarizing the individual cited studies.",old/135 - A review on machine learning and deep learning for various antenna design applications.pdf
217,Naseri et al.,2022,Machine Learning-Based Angle of Arrival Estimation for Ultra-Wide Band Radios,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,Deep convolutional neural network (DCNN),False,"The authors propose a deep convolutional neural network (DCNN) for accurate angle-of-arrival (AoA) estimation in ultra-wideband (UWB) radio systems, robust to hardware imperfections, compared with the traditional MUSIC and PDoA methods.","The proposed method achieves a 99th-percentile AoA error of 2.8° compared to 180° for MUSIC and 84.5° for PDoA, i.e., an error reduction of up to 80° relative to traditional methods, with only a 10% increase in computational complexity relative to MUSIC; at N_CIR=5, it achieves 99th-percentile errors of ≤2.2°/2.8°/2.2° in clean, noisy, and multipath environments, respectively.","The authors state that the proposed method requires more training samples compared to the calibration samples needed for rule-based methods, and currently works only in a trained (""seen"") environment - generalization to unseen environments is left as future work.",old/228 - Machine Learning-Based Angle of Arrival Estimation for Ultra-Wide Band Radios.pdf
220,Saeed et al.,2022,AI-driven lightweight real-time SDR sensing system for anomalous respiration identification using ensemble learning,F4,"Wave propagation, channels and communication systems",2,Classical machine learning,"Extra-trees (Extremely Randomized Trees, ERT) - ensemble classifier",False,"The authors propose a lightweight real-time system for identifying abnormal breathing based on contactless RF sensing using an SDR (USRP) and an extra-trees (ERT) ensemble classifier, supplemented by simulated data from curve fitting to expand the training dataset.","ERT achieved accuracy and F1-score of approximately 99% in classifying 8 breathing types, with a training time of only 0.71 s, significantly faster than a decision tree (82.25 s, ~98%) and a multilayer perceptron (163.94 s, ~99%).","The authors explicitly state that the data were collected only from five healthy volunteers simulating breathing patterns in a static position, because ethical approval for measurements on patients with an actual respiratory disorder was still under review at the time of the study.",old/230 - AI-driven lightweight real-time SDR sensing system for anomalous respiration identification using ensemble learning.pdf
134,Whiton et al.,2022,Urban Navigation with LTE using a Large Antenna Array and Machine Learning,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,"Convolutional neural network (CNN) and k-Nearest Neighbors (kNN) for channel fingerprinting, supplemented with a Kalman filter",False,"The authors demonstrate that channel fingerprinting with a large antenna array and CNN/kNN estimators in an azimuthal-delay representation of downlink LTE signals enables vehicle navigation in dense urban environments without line-of-sight to the transmitter, with meter-level accuracy.","The CNN estimator achieved a mean error of 6.2 m (5.7 m after Kalman filtering, max. error 35.9/12.1 m), the kNN estimator 10.4 m (7.2 m after filtering, max. 108.8/25.9 m); this represents an improvement over earlier works with median errors of 75 m and 19 m, respectively.","The estimates require knowledge of the user equipment (UE) orientation and clock synchronization with the transmitter; the measurements were limited by vehicle speed (max. 1.5 m/s) due to the channel coherence time, and the system was tested only on a single city block in Lund, which limits the generality of the results.",old/154 - Urban Navigation with LTE using a Large Antenna Array and Machine Learning.pdf
376,Siddiqui et al.,2023,A Study on Multi-Antenna and Pertinent Technologies with AI/ML Approaches for B5G/6G Networks,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,"Review of ML/DL/distributed and federated learning for mMIMO precoding, antenna selection, and network management",True,"This review article analyzes the challenges of deploying massive MIMO (mMIMO) systems in heterogeneous B5G/6G networks and maps their mitigation using AI/ML approaches (machine learning, distributed and federated learning, deep learning).",Not stated explicitly: this is a review study without the authors' own experimental results; the work only systematizes and summarizes findings from the cited literature.,"Not stated explicitly: the breadth of scope (mMIMO, RIS, federated learning, etc.) implies less technical depth for individual AI/ML techniques; the high computational demands and latency of mMIMO systems are mentioned as open problems.",old/94 - A Study on Multi-Antenna and Pertinent Technologies with AIML Approaches for B5G6G Networks.pdf
215,Yao et al.,2023,Extracting weak electromagnetic signals based on RMPSO-SPBSR in virtual anechoic chamber,F4,"Wave propagation, channels and communication systems",5,Metaheuristics and Bayesian optimization,Regional Multi-role Particle Swarm Optimization (RMPSO) + Symmetric Piecewise Bistable Stochastic Resonance (SPBSR),False,"The authors propose an adaptive symmetric piecewise bistable stochastic resonance (SPBSR) system, whose optimal structural parameters are determined by a regional multi-role strategy combined with particle swarm optimization (RMPSO), for extracting weak electromagnetic signals in a virtual anechoic chamber.","The proposed system achieves a correlation coefficient above 0.75 across a noise intensity range of 0-10 dB, effectively suppresses noise interference, and improves both the similarity and smoothness of the detected signal; specific numerical SNR improvement values are not stated in the extracted text.","The authors state that at higher noise intensity (above 10 dB) system performance degrades, and although reliability was verified on SSB signals, further experimental verification is needed for various modulation formats given the wide range of electromagnetic signals.",old/226 - Extracting weak electromagnetic signals based on RMPSO-SPBSR in virtual anechoic chamber.pdf
309,Yuan et al.,2023,Intelligent Reception of Frequency Hopping Signals Based on CVDP,F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,CNN + Vision Transformer (dual multi-head Probsparse self-attention) - CVDP network,False,"The authors propose the CVDP network (CNN + Vision Transformer with dual multi-head Probsparse self-attention) for intelligent reception of signals with an unknown frequency-hopping sequence, in which the CNN extracts time-frequency features from spectrograms and the ViT module processes them with lower computational cost thanks to Probsparse attention.","Simulations show that the CVDP-based receiver achieves hopping frequency estimation and bit error rate (BER) close to a conventional receiver that knows the sequence in advance, even under various interference and fading channel conditions; specific BER values are not given in the available text excerpt.","In the introduction/conclusion, the authors implicitly assume that the hopping period and signal bandwidth are known and only the frequency sequence itself is estimated, which limits general applicability to scenarios with completely unknown hopping parameters.",old/33 - Intelligent Reception of Frequency Hopping Signals Based on CVDP.pdf
81,Al-Saegh et al.,2024,AI-Based Investigation and Mitigation of Rain Effect on Channel Performance With Aid of a Novel 3D Slot Array Antenna Design for High Throughput Satellite System,F4,"Wave propagation, channels and communication systems",2,Classical machine learning,Empirical/analytical predictive algorithms (ITU-R model) presented as an AI system,False,"A model combining three ITU-R-based predictive algorithms with real measured precipitation data can characterize and mitigate the impact of rain on a satellite link channel in the UAE, supplemented by the design of a 3D slot antenna array with frequency diversity for fade mitigation.","The rain-induced attenuation database for the UAE (10 years of data, 18–40 GHz) shows attenuation of up to 24 dB at 20 GHz (0.01% of the year, 33 mm/h rain rate) and up to 50 dB at 30 GHz in the rainiest year; SER reaches 0.9 for 64-QAM under extreme rain, versus 0.1 for 8-PSK; the proposed 3D antenna maintains a gain of ~22 dBi across the 12–40 GHz band for frequency diversity.","The authors recommend extending the analysis to additional modulation schemes and other geographic regions, and supplementing it with experimental measurements of satellite signal attenuation during rain for more robust validation.",old/106 - AI-Based Investigation and Mitigation of Rain Effect on Channel Performance With Aid of a Novel 3D Slot Array Antenna Design for High Throughput Satellite System.pdf
318,Bakirtzis et al.,2024,AI-Assisted Indoor Wireless Network Planning With Data-Driven Propagation Models,F4,"Wave propagation, channels and communication systems",5,Metaheuristics and Bayesian optimization,"Data-driven propagation surrogate (EM DeepRay) + AI optimizers (Bayesian optimization, population-based metaheuristics)",False,The authors couple a fast data-driven wave propagation model (EM DeepRay) with an AI optimizer for automated planning of a dense indoor wireless network (UDN) according to a chosen KPI.,"Optimization with the data-driven model finds the optimal small-cell placement in about 3 minutes versus more than 6 hours for ray tracing, i.e., a speedup of more than two orders of magnitude (two to three orders of magnitude overall).","The approach is limited to predicting signal quantities (path loss); modeling other channel characteristics (angle of arrival, delay) still has limited scalability, as the authors note in the discussion of future directions.",old/41 - AI-Assisted Indoor Wireless Network Planning With Data-Driven Propagation Models.pdf
180,Sirigiri et al.,2025,"Revolutionizing Ground Surveillance: Advances in Microwave Radar Technology With AI, MIMO, and Edge Computing",F4,"Wave propagation, channels and communication systems",1,Neural networks and deep learning,"AI target classification (general, overview/magazine article)",True,"The development and deployment of a next-generation ground surveillance radar is described, integrating microwave radar technology with AI-driven threat classification, MIMO, digital beamforming, and edge computing.","A magazine/overview article without its own quantitative experiments; it describes the integration of MIMO, digital beamforming, and AI/edge computing into compact autonomous GSR systems.","The authors mention as an open challenge the harmonization of radar regulations across countries, which complicates global deployment of GSR systems; this is an overview/magazine article without its own quantitative experiments.","old/196 - Revolutionizing Ground Surveillance Advances in Microwave Radar Technology With AI, MIMO, and Edge Computing.pdf"
255,Karaosmanoğlu et al.,2019,Visual Result Prediction in Electromagnetic Simulations Using Machine Learning,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,CNN (convolutional neural network with residual blocks) for predicting surface currents from MoM/MLFMA,False,The authors propose convolutional neural networks (CNN) that predict the image of the converged (accurate) solution of a scattering problem from images of surface currents obtained in early iterations of a MoM/MLFMA solver.,"Relative tensor error norms between low- and high-resolution-error (LRE/HRE) images of 16.4-20.9% (NASA Almond) and 34.7-50.5% (Flamme), respectively, decreased after CNN prediction to 7.1-9.8% and 18.0-29.5%, respectively; a complete full-wave simulation of the Flamme geometry takes 7.6 h (100 iterations), while the HRE input for the CNN can be obtained in 18 min (4 iterations).","The authors explicitly state that the CNN model does not guarantee an accurate estimate at all locations of the current distribution and is prone to errors especially at sharp edges and corners, and that improving accuracy requires larger (computationally more expensive) training datasets.",old/262 - Visual Result Prediction in Electromagnetic Simulations Using Machine Learning.pdf
257,Elkattan et al.,2021,Characterization of electromagnetic parameters through inversion using metaheuristic technique,F5,Computational electromagnetics and EM modeling,5,Metaheuristics and Bayesian optimization,Simulated annealing with exponential/fast/Boltzmann cooling schedule,False,"The authors present a methodology for inverting electromagnetic parameters (electrical conductivity and permittivity of a vertically layered medium) based on simulated annealing, treating the scattered field as a global optimization problem, and study the effect of the Gibbs phenomenon on inversion accuracy.","The exponential cooling schedule achieves an error bound not exceeding 30% in the worst case across 10 tested two-layer models; after introducing Gibbs oscillation reduction, the error bound dropped below 25%, and accuracy improved relative to the original approach for 76% of the estimated parameters.","The authors explicitly simplify the problem by assuming that the thickness of each layer is known in advance (only permittivity and conductivity are estimated), and note the non-unique nature of such inverse problems.",old/264 - Characterization of electromagnetic parameters through inversion using metaheuristic technique.pdf
150,Feng et al.,2021,ANNs for Fast Parameterized EM Modeling: The State of the Art in Machine Learning for Design Automation of Passive Microwave Structures,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,ANN/MLP/RBF networks and neuro-transfer function (neuro-TF) modeling,True,"This review article describes the state of the art in the application of artificial neural networks (ANN), particularly neuro-transfer function (neuro-TF) modeling, for fast parametrized EM modeling and automation of passive microwave structure design.","The article summarizes a range of ANN architectures (MLP, RBF, KBNN, neuro-TF, DNN) applied to filters, amplifiers, transistors, oscillators, and other microwave components; it is a review without its own new quantitative experimental results.","Not stated explicitly: as a review article it has no experimental limitations of its own, only a general mention of the cost of training data for complex, high-dimensional structures.",old/169 - ANNs for Fast Parameterized EM Modeling The State of the Art in Machine Learning for Design Automation of Passive Microwave Structures.pdf
135,Sagar et al.,2021,Application of Machine Learning in Electromagnetics: Mini-Review,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,"Review of ANN/DNN and CNN for antenna design, electromagnetic inverse scattering, and SAR target recognition",True,"This review article provides a comprehensive overview of machine learning applications in electromagnetics, particularly in antenna design, synthesis and analysis, electromagnetic inverse scattering, SAR target recognition, and fault detection.","This is a review without its own experimental results; it summarizes progress in ML for antenna design, synthesis, electromagnetic inverse scattering, SAR target detection, and fault detection in antenna arrays.",The authors explicitly devote a separate section to limitations (Section 4): the accuracy of ML algorithms depends on the availability of sufficient data and expert configuration of the model and hyperparameters.,old/155 - Application of Machine Learning in Electromagnetics Mini-Review.pdf
253,Zhang et al.,2021,A Maxwell's Equations Based Deep Learning Method for Time Domain Electromagnetic Simulations,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,Physics-informed neural network (PINN) for time-domain Maxwell's equations,False,"The authors propose an unsupervised physics-informed neural network (PINN) that encodes the initial/boundary conditions and Maxwell's equations into the loss function, thereby solving time-domain electromagnetic simulation without spatial/temporal discretization.","The method achieves accuracy comparable to FDTD (relative errors of the Ez, Hx, Hy fields on the order of 1.2-3.0×10⁻² for 2D scattering and multiscale problems) with a computation time of 0.65 s versus approximately 35 min for FDTD on the 2D scattering problem, i.e., a speedup of three to four orders of magnitude for multiscale simulations.","Not stated explicitly: the authors do not directly mention limitations, but propose extension to the frequency domain and solving inverse problems as future work, suggesting that the current method is limited to time-domain forward simulations with a relatively small network (5 layers, 50 neurons).",old/260 - A Maxwell's Equations Based Deep Learning Method for Time Domain Electromagnetic Simulations.pdf
337,Guo et al.,2023,Electromagnetic Modeling Using an FDTD-Equivalent Recurrent Convolution Neural Network,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,"RCNN (CNN+RNN) analytically equivalent to FDTD, without training",False,"The authors propose a recurrent convolutional neural network (RCNN) whose weights are analytically derived from the FDTD formulation, so that the network, without training, rigorously reproduces the FDTD computation on deep learning platforms.","RCNN-FDTD on GPU is 5.7 times faster than parallel FDTD on CPU; on CPU, RCNN-FDTD is conversely 1.9 times slower due to separate convolution computation for the E and H fields; accuracy matches conventional FDTD.",The authors state that a comparison with optimized GPU-FDTD was not performed due to the lack of a well-optimized GPU implementation of FDTD; this remains for future research.,old/59 - Electromagnetic Modeling Using an FDTD-Equivalent Recurrent Convolution Neural Network.pdf
267,Zhai et al.,2023,An End-to-End Neural Network for Complex Electromagnetic Simulations,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,"CNN + LSTM (end-to-end) with PCA dimensionality reduction, replacing FDTD",False,"The authors propose an end-to-end network combining a CNN (extraction of scatterer features) and an LSTM (prediction of the EM field distribution) with PCA dimensionality reduction, for a fast replacement of FDTD simulations in complex multi-scatterer scenarios.","The average relative squared error reaches about 8.05×10⁻⁵ for scenarios with a fixed number of scatterers and 2.25×10⁻⁴ for a random number of scatterers, with a computation speedup of about 1528x compared to FDTD.","Not stated explicitly: the authors do not directly state limitations; the experimental section implies a restriction to 2D scenarios with simple geometric scatterer shapes (rectangle, circle, triangle) and a limited permittivity range, and generalization to 3D or more complex scenes was not verified.",old/273 - An End-to-End Neural Network for Complex Electromagnetic Simulations.pdf
213,Zhou et al.,2023,A High-Quality Data Acquisition Method for Machine-Learning-Based Design and Analysis of Electromagnetic Structures,F5,Computational electromagnetics and EM modeling,2,Classical machine learning,Iterative adaptive data acquisition (active learning) based on analysis of the distribution of existing samples,False,"The authors propose a high-quality data acquisition method for ML applications in EM structure design (antennas, metasurfaces, and other microwave structures), which iteratively analyzes the distribution of existing data and generates more informative samples instead of blind uniform sampling.","A comparative analysis of four implementations showed that the proposed method reduces the required amount of training data by approximately 40% while maintaining the same model performance, thereby saving approximately 40% of simulation and computational resources.","Not stated explicitly: the article's conclusion is not included in the extracted text; the context suggests that the method still depends on iterative data generation using a full-wave EM simulator, which remains computationally expensive.",old/224 - A High-Quality Data Acquisition Method for Machine-Learning-Based Design and Analysis of Electromagnetic Structures.pdf
222,Gamage et al.,2024,Application of Artificial Intelligence Techniques on Computational Electromagnetics for Power System Apparatus: An Overview,F5,Computational electromagnetics and EM modeling,1,Neural networks and deep learning,Review of ANN/DNN and other ML/optimization techniques in CEM (FDTD/FEM/MoM/PEEC),True,"A review article maps AI applications (ML, deep learning, optimization algorithms) within computational electromagnetics (FDTD, FEM, TLM, MoM, PEEC) for modeling and diagnostics of power system equipment (transformers, electrical machines).","The article provides a comprehensive assessment of AI-based CEM techniques on case studies of electrical machine modeling, condition diagnostics, and design optimization, highlighting their advantages (reduced computational cost, faster convergence, handling of large-scale tasks); these are not quantitative results of the authors' own experiment.","The authors explicitly state the limitations of adopting AI in CEM: training data requirements, model interpretability, and generalization capability.",old/232 - Application of Artificial Intelligence Techniques on Computational Electromagnetics for Power System Apparatus An Overview.pdf
